resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user,matched_skills,skill_gap,match_score
"education: bachelor's in software engineering experience: 9 years skills: critical thinking, java, creativity, node.js, javascript, attention to detail, react, teamwork, rest api, docker",react developer,bachelor's in software engineering,technology,bachelor's in software engineering,"['creativity', 'teamwork', 'attention to detail', 'critical thinking']","['creativity', 'teamwork', 'attention to detail']","['react', 'node.js', 'javascript', 'java', 'rest api', 'docker']","['react', 'javascript', 'node.js']","['node.js', 'attention to detail', 'react', 'creativity', 'teamwork', 'javascript']",[],1.0
"education: bachelor's in visual communication design experience: 6 years skills: target setting, motivation, video production, negotiation, creativity, prototyping, adobe creative suite, ui design, animation, business acumen, figma",product designer,bachelor's in visual communication design,creative_design,bachelor's in visual communication design|bachelor's in multimedia,"['creativity', 'negotiation', 'business acumen', 'target setting', 'motivation']","['creativity', 'negotiation', 'target setting', 'precision']","['prototyping', 'adobe creative suite', 'ui design', 'animation', 'video production', 'figma']","['figma', 'ui design', 'prototyping', 'ux design']","['prototyping', 'figma', 'ui design', 'creativity', 'negotiation', 'target setting']","['ux design', 'precision']",0.8
"education: bachelor's in marketing experience: 5 years skills: financial analysis, campaign management, seo, market analysis, brand strategy, strategic thinking, judgment, time management, empathy",digital marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['strategic thinking', 'judgment', 'empathy', 'time management']","['strategic thinking', 'creativity', 'collaboration']","['campaign management', 'seo', 'brand strategy', 'financial analysis', 'market analysis']","['seo', 'campaign management', 'brand strategy']","['seo', 'campaign management', 'strategic thinking', 'brand strategy']","['creativity', 'collaboration']",0.73
"education: public service certification experience: 6 years skills: time management, criminal law, target setting, legal drafting, negotiation, case documentation, legal research, investigation, litigation",intelligence analyst,public service certification,law_and_public_services,bachelor's in criminology|public service certification,"['negotiation', 'time management', 'target setting']","['time management', 'target setting', 'collaboration', 'storytelling']","['legal research', 'investigation', 'legal drafting', 'case documentation', 'criminal law', 'litigation']","['case documentation', 'criminal law', 'investigation']","['case documentation', 'investigation', 'time management', 'target setting', 'criminal law']","['storytelling', 'collaboration']",0.77
"education: bachelor's in fashion design experience: 8 years skills: rendering, creativity, animation, communication, teamwork, empathy, lighting, graphic design, quick thinking, prototyping",3d artist,bachelor's in fashion design,creative_design,bachelor's in multimedia|creative design certification,"['quick thinking', 'creativity', 'empathy', 'communication', 'teamwork']","['teamwork', 'empathy', 'strategic planning']","['prototyping', 'graphic design', 'rendering', 'animation', 'lighting']","['rendering', 'lighting', '3d modeling']","['teamwork', 'rendering', 'empathy', 'lighting']","['3d modeling', 'strategic planning']",0.53
"education: master's in data science experience: 3 years skills: docker, analysis, analytical skills, planning, python, sql, problem solving, tensorflow, javascript, networking",data scientist,master's in data science,technology,master's in data science,"['problem solving', 'analytical skills', 'analysis', 'planning']","['analytical skills', 'problem solving', 'analysis']","['sql', 'python', 'tensorflow', 'docker', 'networking', 'javascript']","['python', 'tensorflow', 'sql']","['python', 'tensorflow', 'sql', 'analytical skills', 'analysis', 'problem solving']",[],1.0
"education: diploma in legal studies experience: 7 years skills: tax law, empathy, team work, leadership, analysis, budget control, document preparation, public administration",public relations officer,diploma in legal studies,law_and_public_services,bachelor's in public administration|public service certification,"['analysis', 'empathy', 'budget control', 'leadership', 'team work']","['team work', 'analysis', 'decision making', 'motivation']","['document preparation', 'public administration', 'tax law']","['document preparation', 'public administration', 'policy knowledge']","['team work', 'document preparation', 'public administration', 'analysis']","['decision making', 'policy knowledge', 'motivation']",0.46
"education: law certification experience: 4 years skills: corporate law, case documentation, friendlinessorganization, analysis, public administration, precision, regulatory compliance, budget control",legal consultant,law certification,law_and_public_services,bachelor's in law|law certification,"['friendlinessorganization', 'analysis', 'precision', 'budget control']","['friendlinessorganization', 'budget control', 'leadership', 'communication']","['public administration', 'case documentation', 'corporate law', 'regulatory compliance']","['corporate law', 'regulatory compliance']","['regulatory compliance', 'corporate law', 'budget control', 'friendlinessorganization']","['communication', 'leadership']",0.73
"education: bachelor's in visual communication design experience: 1 years skills: precision, communication, figma, responsive design, professionalism, rendering, quick thinking, friendlinessorganization",web designer,bachelor's in visual communication design,creative_design,bachelor's in visual communication design|bachelor's in multimedia,"['quick thinking', 'communication', 'precision', 'friendlinessorganization', 'professionalism']","['communication', 'professionalism', 'precision', 'creativity']","['rendering', 'responsive design', 'figma']","['figma', 'web design']","['professionalism', 'figma', 'communication', 'precision']","['creativity', 'web design']",0.73
"education: bachelor's in aerospace engineering experience: 1 years skills: thermal systems, collaboration, microcontrollers, aerodynamics, problem solving, technical drawing, analysis, critical thinking, precision, circuit design, judgment",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,"['precision', 'problem solving', 'critical thinking', 'analysis', 'judgment', 'collaboration']","['critical thinking', 'problem solving', 'precision']","['aerodynamics', 'technical drawing', 'microcontrollers', 'thermal systems', 'circuit design']","['aerodynamics', 'matlab', 'technical drawing']","['technical drawing', 'precision', 'critical thinking', 'aerodynamics', 'problem solving']",['matlab'],0.87
