resume_id,resume_text,skills,job_role,education,category,required_skills,education_requirement
r004558,"education: apprenticeship experience: 3 years skills: javascript, problem solving, decision making, safety, technical knowledge, code knowledge, customer service, figma","['javascript', 'problem solving', 'decision making', 'safety', 'technical knowledge', 'code knowledge', 'customer service', 'figma', 'plumbing systems']",plumber,apprenticeship,skilled trades,"['plumbing systems', 'safety', 'problem solving', 'technical knowledge', 'code knowledge', 'customer service']",trade school|apprenticeship
r004559,"education: master's in computer science experience: 9 years skills: strategic design, leadership, enterprise architecture, android, vision, machine learning, technical expertise, communication","['strategic design', 'leadership', 'enterprise architecture', 'android', 'vision', 'machine learning', 'technical expertise', 'communication', 'python']",enterprise architect,master's in computer science,technology,"['enterprise architecture', 'strategic design', 'leadership', 'communication', 'technical expertise', 'vision']",master's in computer science|enterprise architecture certification
r004560,"education: master's in ai experience: 4 years skills: sql, research, mobile security, artificial intelligence, problem solving, deep learning, python, adobe creative suite","['sql', 'research', 'mobile security', 'artificial intelligence', 'problem solving', 'deep learning', 'python', 'adobe creative suite', 'tensorflow', 'scikit-learn']",ai/ml specialist,master's in artificial intelligence,technology,"['artificial intelligence', 'deep learning', 'python', 'tensorflow', 'research', 'problem solving']",master's in artificial intelligence|master's in machine learning
r004561,"education: pastry specialization experience: 5 years skills: precision, cassandra, time management, baking, pytorch, decoration, postgresql, java","['precision', 'cassandra', 'time management', 'baking', 'pytorch', 'decoration', 'postgresql', 'java', 'food safety', 'creativity', 'security architecture']",pastry chef,pastry specialization,hospitality & food service,"['baking', 'decoration', 'creativity', 'precision', 'food safety', 'time management']",culinary school|pastry specialization
r004562,"education: diploma in it experience: 4 years skills: rust, html/css, mysql, javascript, agile, node.js, database, php","['rust', 'html/css', 'mysql', 'javascript', 'agile', 'node.js', 'database', 'php', 'git', 'react', 'mentoring']",full stack developer,diploma in information technology,technology,"['javascript', 'react', 'node.js', 'html/css', 'database', 'git']",diploma in information technology|bachelor's in computer science
r004563,"education: mba experience: 5 years skills: strategic thinking, network security, market knowledge, analysis, leadership, communication, django, app testing","['strategic thinking', 'network security', 'market knowledge', 'analysis', 'leadership', 'communication', 'django', 'app testing', 'problem solving']",strategy consultant,business administration,consulting,"['strategic thinking', 'analysis', 'communication', 'market knowledge', 'problem solving', 'leadership']",business administration|master's in strategy
r004564,"education: bachelor's in electrical engineering experience: 5 years skills: wireframing, cad, power systems, troubleshooting, kotlin, technical knowledge, electrical systems, problem solving","['wireframing', 'cad', 'power systems', 'troubleshooting', 'kotlin', 'technical knowledge', 'electrical systems', 'problem solving', 'technical writing', 'circuit design']",electrical engineer,bachelor's in electrical engineering,engineering & manufacturing,"['circuit design', 'electrical systems', 'cad', 'power systems', 'troubleshooting', 'technical knowledge']",bachelor's in electrical engineering
r004565,"education: bachelor's in computer science experience: 3 years skills: azure, .net framework, c#, angular, strategic planning, api development, critical thinking, sql","['azure', '.net framework', 'c#', 'angular', 'strategic planning', 'api development', 'critical thinking', 'sql', 'linq']",c# developer,bachelor's in computer science,technology,"['c#', '.net framework', 'sql', 'azure', 'api development', 'linq']",bachelor's in computer science
r004566,"education: fire academy experience: 0 years skills: teamwork, fire fighting, physical fitness, quick thinking, problem solving, shell scripting, django, safety","['teamwork', 'fire fighting', 'physical fitness', 'quick thinking', 'problem solving', 'shell scripting', 'django', 'safety', 'web design']",firefighter,fire academy,law enforcement,"['fire fighting', 'safety', 'physical fitness', 'problem solving', 'teamwork', 'quick thinking']",high school|fire academy
r004567,"education: associate in film/video experience: 0 years skills: php, color grading, security protocols, audio editing, decision making, video editing software, storytelling, attention to detail","['php', 'color grading', 'security protocols', 'audio editing', 'decision making', 'video editing software', 'storytelling', 'attention to detail', 'creativity']",video editor,associate in film/video,creative & design,"['video editing software', 'storytelling', 'color grading', 'audio editing', 'creativity', 'attention to detail']",associate in film/video|certification
r004568,"education: bachelor's in marketing experience: 3 years skills: technical writing, project management, research, mentoring, analytics, ci/cd, content strategy, seo","['technical writing', 'project management', 'research', 'mentoring', 'analytics', 'ci/cd', 'content strategy', 'seo', 'writing']",content marketing manager,bachelor's in marketing,marketing & sales,"['content strategy', 'writing', 'seo', 'analytics', 'project management', 'research']",bachelor's in marketing|bachelor's in communications
