resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user
"education: bachelor's in finance experience: 4 years skills: business development, risk analysis, python, statistics, financial modeling, terraform, react native, excel",financial analyst,bachelor's in finance,economy,bachelor's in finance,['risk analysis'],['risk analysis'],"['python', 'statistics', 'financial modeling', 'excel', 'valuation']","['python', 'statistics', 'financial modeling', 'excel', 'valuation']"
"education: bachelor's in mechanical engineering experience: 4 years skills: problem solving, thermal systems, testing, jupyter, vehicle systems, mobile ui/ux, ci/cd, cad",automotive engineer,bachelor's in mechanical engineering,engineering,bachelor's in automotive engineering,"['time management', 'teamwork']","['critical thinking', 'teamwork', 'time management']","['cad', 'thermal systems', 'vehicle systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: design certification experience: 1 years skills: attention to detail, cloudformation, mentoring, branding, design software, go, visual communication, creativity",graphic designer,design certification,creative_design,bachelor's in graphic design,"['storytelling', 'attention to detail']","['communication', 'storytelling', 'attention to detail']",['adobe creative suite'],['adobe creative suite']
"education: ui certification experience: 4 years skills: figma, rust, scikit-learn, flutter, creativity, prototyping tools, design systems, app testing",ui designer,ui certification,creative_design,bachelor's in design,"['collaboration', 'attention to detail', 'storytelling']","['creativity', 'adaptability', 'attention to detail']",['figma'],['figma']
"education: bachelor's in marketing experience: 4 years skills: javascript, analytics, marketing, market research, security protocols, messaging, product strategy, confluence",product marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['decision making', 'strategic thinking', 'business acumen']","['business acumen', 'strategic thinking', 'planning']",['campaign management'],['campaign management']
"education: bachelor's in aerospace engineering experience: 1 years skills: design, physics, matlab, node.js, machine learning, aerodynamics, structural analysis, figma",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,['structural analysis'],['structural analysis'],"['cad', 'aerodynamics', 'matlab']","['cad', 'aerodynamics', 'matlab']"
"education: bachelor's in design experience: 0 years skills: web design, html/css, vue.js, user experience, responsive design, negotiation, adaptability, c++",web designer,bachelor's in design,creative_design,bachelor's in design,"['storytelling', 'attention to detail']","['communication', 'storytelling', 'attention to detail']","['responsive design', 'web design', 'prototyping']","['responsive design', 'web design']"
"education: bachelor's in civil engineering experience: 5 years skills: structural analysis, materials, data analysis, building codes, azure, calculations, design, cad",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,"['structural analysis', 'data analysis']",['structural analysis'],"['cad', 'building codes']","['cad', 'building codes']"
"education: bachelor's in marketing experience: 3 years skills: css, copywriting, community management, analytics, content creation, prototyping, platform knowledge, social media strategy",social media manager,bachelor's in marketing,economy,bachelor's in marketing,"['strategic thinking', 'communication', 'business acumen']","['strategic thinking', 'decision making', 'communication']",['copywriting'],['copywriting']
"education: associate in law experience: 2 years skills: organization, communication, android, legal knowledge, azure, marketing, legal research, figma",paralegal,associate in law,law_and_public_services,bachelor's in paralegal studies,"['analytical skills', 'critical thinking', 'judgment']","['analytical skills', 'critical thinking']","['document preparation', 'legal research']","['document preparation', 'legal research']"
"education: bachelor's in finance experience: 5 years skills: research, c++, pytorch, excel, financial modeling, marketing, communication, valuation",investment banking analyst,bachelor's in finance,economy,bachelor's in finance,"['planning', 'decision making', 'negotiation']","['planning', 'negotiation']","['financial modeling', 'excel', 'valuation']","['financial modeling', 'excel', 'valuation']"
"education: bachelor's in design experience: 2 years skills: flutter, azure, responsive design, web design, user experience, creativity, kanban, html/css",web designer,bachelor's in design,creative_design,bachelor's in design,"['communication', 'attention to detail', 'adaptability']","['collaboration', 'attention to detail']","['responsive design', 'web design']","['responsive design', 'web design']"
"education: bachelor's in mechanical engineering experience: 4 years skills: cad, process design, project management, scala, problem solving, equipment knowledge, production planning, quality control",manufacturing engineer,bachelor's in mechanical engineering,engineering,bachelor's in manufacturing engineering,['production planning'],['production planning'],"['process design', 'cad']","['cad', 'process design']"
"education: bachelor's in finance experience: 1 years skills: flask, financial modeling, statistics, communication, research, oracle, m&a, excel",investment banking analyst,bachelor's in finance,economy,bachelor's in finance,"['planning', 'strategic thinking']","['communication', 'planning', 'negotiation']","['valuation', 'statistics', 'financial modeling', 'excel']","['financial modeling', 'excel', 'valuation']"
"education: bachelor's in graphic design experience: 2 years skills: adobe creative suite, p&l management, javascript, design software, visual communication, attention to detail, branding, creativity",graphic designer,bachelor's in graphic design,creative_design,bachelor's in graphic design,"['attention to detail', 'storytelling']","['creativity', 'adaptability', 'attention to detail']",['adobe creative suite'],['adobe creative suite']
